Title,Issue,MHC Grade,MHC Price,CGC Grade,Page Quality,Note,Year,Publisher
Target Comics Vol.2 ,3,NM+ ,,9.2,W , ,1941,Novelty Press
Target Comics Vol.2 ,4,NL ,,9.6,OW-W , ,1941,Novelty Press
Target Comics Vol.2 ,5,NL ,,9.6,W , ,1941,Novelty Press
Target Comics Vol.2 ,6,NL ,,9.2,OW-W , ,1941,Novelty Press
Target Comics Vol.2 ,7,NM+ ,,9.6,OW-W , ,1941,Novelty Press
Target Comics Vol.2 ,8,NM ,,8.5,OW-W , ,1941,Novelty Press
Target Comics Vol.2 ,9,NL ,,7.5,OW-W , ,1941,Novelty Press
Target Comics Vol.2 ,10,NL ,,9,W , ,1941,Novelty Press
Target Comics Vol.2 ,11,NM+ ,,9.8,OW-W , ,1942,Novelty Press
Target Comics Vol.2 ,12,NM ,,9.4,W , ,1942,Novelty Press
Target Comics Vol.3 ,1,NL ,,9.6,W , ,1942,Novelty Press
Target Comics Vol.3 ,2,NL ,,9.4,W , ,1942,Novelty Press
Target Comics Vol.3 ,3,NM+ ,,9.2,W , ,1942,Novelty Press
Target Comics Vol.3 ,4,NM+ ,,9.6,OW , ,1942,Novelty Press
Target Comics Vol.3 ,5,NL ,,8.5,OW , ,1942,Novelty Press
Target Comics Vol.3 ,6,NM ,,8,W , ,1942,Novelty Press
Target Comics Vol.3 ,7,NL ,,9.6,OW-W , ,1942,Novelty Press
Target Comics Vol.3 ,8,NL ,,9.6,W , ,1942,Novelty Press
Target Comics Vol.3 ,9,NM+ ,,9,W , ,1942,Novelty Press
Target Comics Vol.3 ,10,NL ,,9.8,W , ,1942,Novelty Press
Target Comics Vol.3 ,11,NM+ ,,9.8,OW-W , ,1943,Novelty Press
Target Comics Vol.3 ,12,NL ,,9.6,OW-W , ,1943,Novelty Press
Target Comics Vol.5 ,5,NM+ ,,9.4,OW-W , ,1944,Novelty Press
Target Comics Vol.5 ,6,NM+ ,,9.2,W , ,1944,Novelty Press
Target Comics Vol.5 ,7,NM ,,9.6,OW-W , ,1945,Novelty Press
Target Comics Vol.8 ,2,NM+ ,,9.4,W , ,1947,Novelty Press
Target Comics Vol.8 ,4,NM ,,9,W , ,1947,Novelty Press
Target Comics Vol.8 ,6,NM ,,9.2,W , ,1947,Novelty Press
Target Comics Vol.8 ,7,NM+ ,,9.4,W , ,1947,Novelty Press
Target Comics Vol.8 ,10,NM+ ,,9.6,W , ,1947,Novelty Press
Target Comics Vol.9 ,1,NM+ ,,9.2,CR-OW , ,1948,Novelty Press
Target Comics Vol.9 ,8,NM+ ,,9.4,W , ,1948,Novelty Press
Target Comics Vol.9 ,10,NM ,,9.4,OW-W , ,1948,Novelty Press
Tarzan ,4,NL ,,9.2,W , ,1948,Dell
Tarzan ,5,NL ,,9.6,OW-W , ,1948,Dell
Tarzan ,6,NL ,,9.4,W , ,1948,Dell
Tarzan ,8,NL ,,9,OW-W , ,1949,Dell
Teen Comics ,22,NM ,,9.4,W , ,1947,Marvel Comics
Teen Comics ,23,NM+ ,,9.2,OW-W , ,1947,Marvel Comics
Teen Comics ,25,NM ,,8,OW , ,1948,Marvel Comics
Teen Comics ,26,NM+ ,,9.2,OW-W , ,1948,Marvel Comics
Terrific Comics ,1,FN ,,7.5,OW-W ,Old grade VF+ 8.5 Qualified ,1944,Continental Magazines
Terrific Comics ,2,VG ,,8,OW-W ,Qualified  ,1944,Continental Magazines
Terrific Comics ,3,NM ,,9,W , ,1944,Continental Magazines
Terrific Comics ,4,NM ,,8.5,W , ,1944,Continental Magazines
Terrific Comics ,6,NM+ ,,9,OW-W ,Last issue ,1944,Continental Magazines
Terrors of The Jungle ,6,NL ,,7.5,W , ,1953,Star Publications
Tex Farrell ,1,NM+ ,,9.6,W , ,1948,D.S. Publishing
Tex Granger ,18,NM+ ,,9.6,W , ,1948,Parents' Magazine Institute
Tex Morgan ,2,NM+ ,,8.5,W , ,1948,Marvel Comics
Tex Morgan ,3,NM+ ,,9.2,OW-W , ,1948,Marvel Comics
The Atomic Thunderbolt ,1,NM+ ,,8.5, ,graded by AllStarAuctions - not CGC ,1946,
The Comics ,2,NM ,,9.2,OW , ,1937,Dell
The Comics ,6,NM+ ,,9,OW , ,1938,Dell
The Comics ,7,NM ,,5.5,OW , ,1938,Dell
The Comics ,8,GD ,,,OW ,FR/GD1.5 ,1938,Dell
The Comics ,11,NM ,,7,OW , ,1939,Dell
The Thing ,7,NM ,,7.5,W , ,1953,Charlton Comics
Thing ,1,FN ,,9.2,W , ,1952,Charlton Comics
Thing ,3,NM+ ,,9.4,W , ,1952,Charlton Comics
Thrilling Comics ,22,NL ,,9.2,OW-W ,Very minor color touch on cover  ,1941,Better Publications
Thrilling Comics ,30,NM+ ,,9.9,W , ,1942,Better Publications
Thrilling Comics ,41,NM+ ,,9.2,W , ,1944,Nedor Publications
Thrilling Comics ,48,NM ,,9.2,OW-W , ,1945,Better Publications
Tip Top Comics ,19,FN ,,8.5,W , ,1937,United Features Syndicate
Tip Top Comics ,32,NM ,,7,OW-W , ,1938,United Features Syndicate
Tip Top Comics ,34,NM ,,8,OW , ,1939,United Features Syndicate
Tip Top Comics ,37,FN ,,5.5,OW , ,1939,United Features Syndicate
Tip Top Comics ,38,FN ,,7,OW , ,1939,United Features Syndicate
Tip Top Comics ,39,NM ,,8,OW-W ,Qualified Old grade VF- 7.5 BLUE label ,1939,United Features Syndicate
Tip Top Comics ,42,FN ,,6.5,W , ,1939,United Features Syndicate
Tip Top Comics ,43,FN ,,4,W , ,1939,United Features Syndicate
Tip Top Comics ,52,FN ,,7,W , ,1939,United Features Syndicate
Tom Mix Comics ,5,NM+ ,,6.5,OW-W , ,1941,Ralston-Purina Co.
Tomahawk ,1,NM+ ,,9.6,W ,Manufactured with large piece out margin of 2nd page slightly affects story ,1950,D.C. Comics
Tomahawk ,5,NM+ ,,9.4,OW-W , ,1951,D.C. Comics
Tony Trent ,3,NM+ ,,9,W , ,1948,Columbia Comic Corporation
Top Secrets ,7,NM+ ,,7.5,OW-W , , ,
Top Spot Comics ,1,NM ,,8.5,OW-W ,Slight (A) ,1945,Top Comics
Top-Notch Comics ,1,NM ,,8.5,W , ,1939,MLJ
Top-Notch Comics ,2,NM+ ,,9.6,W , ,1940,MLJ
Top-Notch Comics ,3,NM+ ,,9.6,OW-W , ,1940,MLJ
Top-Notch Comics ,4,NM+ ,,9.2,W , ,1940,MLJ
Top-Notch Comics ,5,NM+ ,,9.2,W , ,1940,MLJ
Top-Notch Comics ,6,NM+ ,,9.4,W , ,1940,MLJ
Top-Notch Comics ,7,NM+ ,,9.8,W , ,1940,MLJ
Top-Notch Comics ,8,NM+ ,,9.6,W , ,1940,MLJ
Top-Notch Comics ,9,NM+ ,,9.6,W , ,1940,MLJ
Top-Notch Comics ,10,NM+ ,,9.6,W , ,1940,MLJ
Top-Notch Comics ,11,NM+ ,,9.6,OW-W , ,1941,MLJ
Top-Notch Comics ,12,NM+ ,,9.4,W ,Old grade 9.2 NM- ,1941,MLJ
Top-Notch Comics ,13,NM+ ,,9.2,W , ,1941,MLJ
Top-Notch Comics ,14,NM ,,9.2,OW-W ,Old grade VF+8.5 OW ,1941,MLJ
Top-Notch Comics ,15,NM+ ,,9.6,W , ,1941,MLJ
Top-Notch Comics ,16,NM+ ,,9.6,W , ,1941,MLJ
Top-Notch Comics ,17,NM+ ,,9.6,W , ,1941,MLJ
Top-Notch Comics ,18,NM+ ,,9.6,W , ,1941,MLJ
Top-Notch Comics ,19,NM+ ,,9.6,OW-W , ,1941,MLJ
Top-Notch Comics ,20,NM+ ,,9.2,W , ,1941,MLJ
Top-Notch Comics ,21,NM+ ,,9.2,OW-W , ,1941,MLJ
Top-Notch Comics ,22,NM+ ,,9.4,W , ,1941,MLJ
Top-Notch Comics ,23,NM+ ,,9.8,OW-W , ,1942,MLJ
Top-Notch Comics ,24,NM+ ,,9.4,W , ,1942,MLJ
Top-Notch Comics ,25,NM+ ,,9.6,W , ,1942,MLJ
Top-Notch Comics ,26,NM+ ,,9.2,W , ,1942,MLJ
Top-Notch Comics ,27,NM+ ,,9.4,W , ,1942,MLJ
Top-Notch Comics ,28,NM ,,9,OW-W , ,1942,MLJ
Top-Notch Comics ,29,NM+ ,,9.4,W , ,1942,MLJ
Top-Notch Comics ,31,NM+ ,,9.8,W , ,1942,MLJ
Top-Notch Comics ,32,NM+ ,,9.6,W , ,1943,MLJ
Top-Notch Comics ,33,NM+ ,,9.8,W , ,1943,MLJ
Top-Notch Comics ,34,NM ,,9.2,W , ,1943,MLJ
Top-Notch Comics ,35,NM+ ,,8,W , ,1943,MLJ
Top-Notch Comics ,36,NM+ ,,9.2,W , ,1943,MLJ
Top-Notch Comics ,37,NM ,,9.6,OW-W , ,1943,MLJ
Top-Notch Comics ,38,NM+ ,,9.2,OW-W , ,1943,MLJ
Top-Notch Comics ,39,NM ,,9.4,W , ,1943,MLJ
Top-Notch Comics ,40,NM+ ,,9.6,W , ,1943,MLJ
Top-Notch Comics ,42,NM ,,8,W , ,1943,MLJ
Top-Notch Comics ,44,NM ,,9.2,W , ,1944,MLJ
Top-Notch Comics ,45,NM ,,8.5,W , ,1944,MLJ
Toyland Comics ,2,NL ,,8,OW-W , ,1947,Fiction House
Treasure Comics ,1,NM+ ,,9.4,OW-W , ,1945,Prize Publications
Treasure Comics ,2,NM+ ,,9.8,OW-W , ,1945,Prize Publications
Treasure Comics ,3,NM+ ,,9,OW-W , ,1945,Prize Publications
Treasure Comics ,4,NM+ ,,9.4,OW-W , ,1945,Prize Publications
Treasure Comics ,5,NM+ ,,9.6,W , ,1946,Prize Publications
Treasure Comics ,6,NM+ ,,9.4,W , ,1946,Prize Publications
Treasure Comics ,7,NM+ ,,9.2,OW-W , ,1946,Prize Publications
Treasure Comics ,9,NM+ ,,9.4,OW-W , ,1946,Prize Publications
Treasure Comics ,11,NM ,,8.5,W , ,1947,Prize Publications
True Sport Picture Stories Vol.3 ,5,NM ,,7.5,W , ,1946,Street and Smith
True Sport Picture Stories Vol.4 ,8,NM ,,9,W , ,1948,Street and Smith
True Sport Picture Stories Vol.4 ,11,NM ,,7,OW , ,1949,Street and Smith
True Sport Picture Stories Vol.5 ,2,FN ,,5,W , ,1949,Street and Smith
Two Gun Kid ,1,NM+ ,,9.2,OW , ,1948,Marvel Comics
Two Gun Kid ,3,NM+ ,,9.4,OW-W , ,1948,Atlas
Uncle Sam Quarterly ,4,NL ,,9.6,OW-W , ,1942,Quality Comics
Uncle Sam Quarterly ,5,NL ,,8,OW , ,1942,Quality Comics
Uncle Sam Quarterly ,7,NL ,,8.5,OW-W , ,1943,Quality Comics
Wanted ,13,NM+ ,,9.4,OW-W , ,1948,Toytown
War Heroes ,7,NM+ ,,9.6,OW , ,1944,Dell
Variety Comics ,1,NM ,,8.5,W , ,1944,Rural Home
Variety Comics ,3,NM+ ,,9.2,OW-W , ,1946,Rural Home
Weird Adventures ,2,NM ,,9,W , ,1951,P.L. Pub
Weird Comics ,1,NM+ ,,9,W , ,1940,Fox
Weird Comics ,2,NM+ ,,9,OW , ,1940,Fox
Weird Comics ,3,NM ,,9.2,OW , ,1940,Fox
Weird Comics ,4,NM+ ,,9.2,OW , ,1940,Fox
Weird Comics ,6,FN ,,9.2,OW-W , ,1940,Fox
Weird Comics ,7,NM ,,9.2,W , ,1940,Fox
Weird Comics ,8,NM+ ,,9.4,OW-W , ,1940,Fox
Weird Comics ,9,NM ,,9.2,OW-W , ,1940,Fox
Weird Comics ,10,NM+ ,,9.4,W , ,1940,Fox
Weird Comics ,12,NM ,,9.4,OW-W , ,1940,Fox
Weird Comics ,16,NM ,,9.6,OW-W , ,1940,Fox
Weird Comics ,17,NM ,,8.5,OW-W , ,1941,Fox
Weird Comics ,18,VG ,,6.5,W , ,1941,Fox
Weird Tales of the Future ,4,FN ,,6,CR-OW , ,1952,Aragon
Western Comics ,1,NM+ ,,9.4,W , , ,D.C. Comics
Western Comics ,2,NM+ ,,9.6,OW-W , , ,D.C. Comics
Western Comics ,3,NM ,,9.4,W , , ,D.C. Comics
Western Comics ,4,NM ,,, , ,1948,D.C. Comics
Western Comics ,5,NM ,,9.2,OW-W , ,1948,D.C. Comics
Western Comics ,7,NM ,,6,W , ,1949,D.C. Comics
Western Comics ,8,NM+ ,,9.8,W , ,1949,D.C. Comics
Western Comics ,10,NM+ ,,9.6,W , ,1949,D.C. Comics
Western Comics ,12,NM+ ,,9.6,W , , ,D.C. Comics
Western Comics ,13,NM+ ,,9.6,OW-W , ,1950,D.C. Comics
Western Comics ,14,NM+ ,,7,OW-W , ,1950,D.C. Comics
Western Comics ,16,FN ,,9,OW-W , ,1950,D.C. Comics
Western Comics ,17,NM+ ,,9.4,W ,Not slabbed because of large cover overhang ,1950,D.C. Comics
Western Comics ,19,NM ,,8,OW-W , ,1951,D.C. Comics
Western Comics ,20,NM+ ,,9.6,OW-W , ,1951,D.C. Comics
Western Comics ,22,NM+ ,,9.6,OW-W , ,1951,D.C. Comics
Western Comics ,23,NM+ ,,9.4,OW-W , ,1951,D.C. Comics
Western Comics ,24,NM+ ,,9.4,OW-W , ,1951,D.C. Comics
Western Comics ,26,NM+ ,,9.8,W , ,1951,D.C. Comics
Western Comics ,28,NM ,,9.4,OW-W , ,1951,D.C. Comics
Western Comics ,32,NM+ ,,9.6,W , ,1952,D.C. Comics
Western Comics ,54,NM+ ,,9.2,OW , ,1955,D.C. Comics
Western Fighters ,41,NL ,,6.5,OW , , ,
Western Hearts ,1,NM ,,9.4,W , ,1949,Standard
Western Hero ,76,NM+ ,,9.6,W , ,1949,Fawcett
Western Outlaws , ,NL ,,9,W ,??? ,1956,Atlas
Western Picture Stories ,1,NM ,,8.5,W , ,1937,Comics Magazine
Western Picture Stories ,3,NM+ ,,9,OW-W , ,1937,Comics Magazine
Western Thrillers ,3,NM+ ,,7.5,OW-W , ,1948,Fox
Western True Crime ,4,NM ,,8,OW-W , ,1949,Fox
Whirlwind Comics ,1,NM+ ,,9.4,OW-W ,Old grade NM- 9.2 W ,1940,Nita
Whirlwind Comics ,2,NM ,,8.5,W , ,1940,Nita
White Rider and Super Horse ,4,NM+ ,,9.6,W ,First issue ,1950,Star Publications
Whiz Comics ,49,NM+ ,,9.4,OW-W , ,1943,Fawcett
Whiz Comics ,57,NL ,,7.5, , , ,Fawcett
Whiz Comics ,61,FN ,,9.4,OW-W , ,1945,Fawcett
Whiz Comics ,122,NM ,,6.5,W , ,1950,Fawcett
Vic Flint ,1,NM ,,9,OW-W , ,1948,St. John Publications
Vic Jordan ,1,NM+ ,,9.4,OW-W ,Only Issue ,1945,Civil Service Publications
Vic Verity ,3,NM+ ,,9.4, , , ,
Victory Comics ,3,NM+ ,,9.4,OW-W , ,1941,Hillman Periodicals
Wild Bill Hickok ,4,NL ,,9.6,W , ,1950,Avon
Wild Boy of the Congo ,11,NM ,,9.2,OW-W , ,1954,St. John Publications
Wild Western ,3,NM ,,9.4,OW-W , ,1948,Atlas
Wings Comics ,1,NL ,,9.8,OW-W , ,1940,Fiction House
Wings Comics ,11,NL ,,9.6,W , , ,
Wings Comics ,33,NL ,,9,OW , ,1943,Fiction House
Winnie Winkle ,1,NM ,,8,W , ,1948,Dell
Witty Comics  ,1,NM+ ,,9.2,OW-W , ,1945,Irwin Rubin
Wonder Comics ,2,NM+ ,,9.4,W , ,1944,Better Publications
Wonder Comics ,4,NM+ ,,9.4,W , ,1945,Better Publications
Wonder Comics ,5,NM+ ,,9.6,W , ,1945,Better Publications
Wonder Woman ,9,NL ,,9.6,W , ,1944,D.C. Comics
Wonder Woman ,17,NM+ ,,9.6,OW-W , ,1946,D.C. Comics
Wonder Woman ,37,VG ,,4,OW ,Slight (A) ,1949,D.C. Comics
Wonder Woman ,51,FN ,,5.5,OW ,Slight (A) ,1952,D.C. Comics
Wonder Woman ,58,FN ,,6.5,OW ,Slight (A) top edge of cover trimmed ,1953,D.C. Comics
Wonder Woman ,59,FN ,,4,OW ,Slight (A) ,1953,D.C. Comics
World Famous Heroes Magazine ,1,NL ,,9,W , ,1941,Centaur
World's Finest Comics ,15,NM ,,8,OW-W , ,1944,D.C. Comics
World's Finest Comics ,18,NM+ ,,9.6,W , ,1945,D.C. Comics
Wow Comics ,1,NM+ ,,9.4,OW-W ,Very minor amount of glue on spine  ,1940,Fawcett
Wow Comics ,2,NM ,,9.4,OW , ,1940,Fawcett
Wow Comics ,12,NM ,,9, , , ,Fawcett
Wow Comics ,33,NM ,,9.2,OW-W , ,1945,Fawcett
Wow Comics ,35,NM ,,9.4,W , ,1945,Fawcett
Wow Comics ,40,NM ,,7,W , ,1946,Fawcett
Young King Cole ,1,NL ,,9.4,W , ,1945,Novelty Press
Young King Cole V2 ,1,NL ,,9.2,W , ,1946,Novelty Press
Young King Cole V2 ,2,NL ,,7.5,W ,Very minor amount of glue on spine of cover ,1946,Novelty Press
Young King Cole V2 ,3,NL ,,9.4,W , ,1946,Novelty Press
Young King Cole V2 ,4,NL ,,9.4,OW-W , ,1947,Novelty Press
Young King Cole V2 ,5,NL ,,9.4,OW-W , ,1947,Novelty Press
Young King Cole V2 ,6,NL ,,9.4,W , ,1947,Novelty Press
Young King Cole V2 ,7,NL ,,9.4,OW-W , ,1947,Novelty Press
Young King Cole V3 ,3,NL ,,9.2,OW-W , ,1947,Novelty Press
Young King Cole V3 ,4,NL ,,9.4,OW-W , ,1947,Novelty Press
Young King Cole V3 ,5,NL ,,9.4,OW-W , ,1947,Novelty Press
Young King Cole V3 ,6,NL ,,9.4,W , ,1948,Novelty Press
Young King Cole V3 ,7,NL ,,9.6,W , ,1948,Novelty Press
Young King Cole V3 ,8,NL ,,9,OW-W , ,1948,Novelty Press
Young King Cole V3 ,9,NL ,,9.4,OW-W , ,1948,Novelty Press
Young King Cole V3 ,10,NL ,,9,W , ,1948,Novelty Press
Young King Cole V3 ,11,NL ,,9.4,W , ,1948,Novelty Press
Young King Cole V3 ,12,NL ,,9.2,W , ,1948,Novelty Press
Zip Comics ,5,NM+ ,,9.4,W , ,1940,MLJ
Zip Comics ,7,NM+ ,,9.9,W , ,1940,MLJ
Zip Comics ,16,NM+ ,,9.8,W , ,1941,MLJ
Zip Comics ,19,NM ,,9.4,W , ,1942,MLJ
Zip Comics ,20,NM ,,9.6,OW-W , ,1941,MLJ
Zip Comics ,27,NM ,,9,W , ,1942,MLJ
Zip Comics ,28,NM ,,9.4,W , ,1942,MLJ
Zip Comics ,29,NM+ ,,9.4,W , ,1942,MLJ
Zip Comics ,31,NM+ ,,9.6,W , ,1942,MLJ
Zip Comics ,38,NM+ ,,9.6,W , ,1943,MLJ
Zoom Comics ,0,NM ,,9,OW-W ,Only issue ,1945,Carlton Publishing 
